data,label
"Thấy bạn cmt khá dài, nên cũng vào xin góp ý thế này, chả phải là bán hàng hay hỗ trợ, chỉ là ng dùng qua nhiều loại sản phẩm, yêu thích công nghệ, thấy rõ ràng là Sony không còn sắc nét, chưa kể màu bị tối và k chuẩn. Samsung màu bị lòe là lần đầu nghe, vì chưa thấy bao giờ, chỉ có độ tương phản chưa xuất sắc, bù lại màu tươi, đẹp và nịnh mắt. Còn bảo hành là vì chăm sóc khách hàng thôi, mình dùng TV Samsung 6 năm chả cần phải đi bảo hành lần nào.",1
LG thì hay bị hở nên cũng ngại mua. Còn Samsung thì màn hình nhìn là thích rồi.,1
Uh. Vậy từ giờ chọn TV LED Samsung nhé.,1
"Mua 1 cái SONY 42inch đi. rồi 7,8 năm sau mua cái khác. Đến lúc đó hàng công nghệ ra vèo vèo, anh lại muốn mua cái khác thôi mà.",1
Sao không mua 1 con Samsung rồi gần 10 năm sau vẫn chẳng phải mua con nào cả :',1
"20tr bạn có thể mua còn 50w800. con này dùng khá thích. còn ko bạn có thê tham khảo môt số dòng 4k của Lg. nhưng mình khuyên nên mua full hd thôi. tại 4k vẫn chưa có nguồn. cos chăng toàn mấy clip chim gà chó lợn thôi. ko có tính thiết thực,",1
Bạn nên mua TV Panasonic.,1
"ủa panasonic có tivi hả, giờ mới biết luôn. Trước giờ mình nghĩ đến tv là chỉ nghĩ tới samsung, sony và lg thôi đó",1
"theo tôi mua loại tầm trung 5-6tr được rồi , xài 2-3 năm đổi cái mới vừa theo kịp công nghệ vừa hợp kinh tế ,nếu có hư cũng ko tiếc bằng mua cái tv 20tr ;)",1
"logic: bác nó vậy là thiếu logic rồi à nhen, em xài cái tivi sam sung, thời đó mua cũng gần 30 triệu, nay là 3 năm goy, chưa hư gì đâu",1
"logic: tiền nào của nấy thôi, mà đã là đồ điện tử thì kiểu chả có mấy con bị lỗi, có lo cũng thừa thôi",1
Sony Android tv nhé. Giờ ai mua hàng LG.,1
1. chất lượng truyền hình chưa thể bắt kịp công nghệ hình ảnh( khoảng45% hd) chưa nói full hd. 4k làm j 2. bỏ đống tiền chỉ sử dụng 1/3 chức năng tv là quá lãng phí. như vậy mua tv chỉ nặng về trang trí. sang chảnh. 3. mỏng nhẹ dẫn đến hiệu suất làm mát kém và tuổi thọ thấp. 4. tóm lại tốt là giá thành rẻ nhất. thời gian sử dụng dài nhất. hợp với chất lượng TH nhất,1
"thanh: hơ hơ, nghĩ sao vậy bạn, mình nghĩ thà bỏ thêm một ít tiền mua hàng sam sung, hoặc sony cho yên tâm",1
"vào mạng sẽ biết ti vi nào tốt nhất. nếu bạn biết tiếng anh thì sẽ càng thuận lợi để biết ti vi nào tốt nhất. nhiều thương hiệu nổi tiếng đã là quá khứ bởi thế giới luôn thay đổi mã. không còn IBM nữa rồi, không còn BMW nữa rồi.",1
Phải bán 6 tr mới đúng,1
Trước mua 6tr :(,1
J7 2016 giảm r sao j5 2016 ko giảm luôn ik????????,1
Giá đó. 4.7 inch thì mấy đứa nên mua ip 5s Gold cho tiết kiệm,1
1trieu500vnd,1
Xperia C4 Dual đợt trc nó cũng hứa chắn chắn là lên android 6.0 mà hơn 1 năm cũng chưa thấy đâu =)))),1
Z5 compact hóng,1
Android 6.0 chưa có cập nhật sông giờ thêm Android 7.0 nữa,1
"Thông báo thiết bị thôi mà, mà lần nào Sony cũng là người đến sau nhưng yêu thật lòng",1
6.0 7.0 co khac nhau gi dau ma ham,1
Đù vậy mua con xa ngon á giờ còn có 6 chai,1
J7 2016 gjảm gjá nữa,1
vãi cả câu trả lời NGỌT NGÀO dành cho OPPO =)))),1
Wow ??Kiểu này phải bán con j76 đi mua con này mới được,1
Khi nào có hàng cho em đặc hàng với nhe,1
Màn hình ips ko phải super amoled,1
Tiền đó mua dc mi5 32G :v,1
Samsung ích kỉ hầu như sx RAM 1G nhiều nhất,1
Quan trọng xem cái tizen nó như nào. Nếu cấu hình này mà vẫn mượt thì ngon,1
"Ko bán thì xách tay về,,, thị trường có unggr hộ hay ko thôi",1
Nhìn như mấy em star lúc trước mua em nài nt nghe gọi thì ok chứ hdh tizen thua cả window,1
Hic .................... giờ còn 1G Ram,1
kết hợp với sony à,1
"Giống thằng zing rồi, tối ngày đưa sản phẩm có giá bán ở Ấn Độ. Mấy ông qua bển mà bán điện thoại",1
Về tới việt nam gần 2tr quá,1
samsung het dau voi iphone gio quay ra chien voi oppo a,1
Đầu tiên là t loại 100% hàng chính thống Khựa. Đơn giản  cái nào tẩy được thì tẩy nó đi. Má nó ức dân mình. loại nó đc cái nào hay cái đó. Việc nhỏ tư tưởng lớn.,1
Lê Duy Linh lần đầu tiên trong cuộc đời t mới vừa mắt một con tầm trung của samsung =)))),1
FPT shop vừa phân tích là không có màng hình amoled. Không biết ai đúng nhỉ,1
Giống oppo f1,1
Nếu được chọn giữa oppo và samsung đương nhiên ng ta chọn samsung. Bây giờ chỉ chờ chiêu trò PR của Samsung có bằng Oppo khôg thôi :))),1
Tự dưng camera ko lồi cảm thấy nhớ nhớ samsung ngày nào... có lẻ lồi ra đẹp hơn... ??????,1
Lol vừa mua j7 (6) được 2 tuần??,1
1+ 3 là máy mạnh nhất TG,1
Vẫn hâm mộ dòng mate của huawei nhưng dấu hỏi cho mấy a top tàu là thế kỉ nào rồi còn full hd cho 1 siêu phẩm vậy nhỉ ??,1
4 là máy ngon nhất trong đám đó,1
"Việt Nam mình giàu thật. Đt mặn vậy mà nhiều người mua thế? Tôi đây dùng con 2 củ rưỡi, cảm thấy bối rối quá. Đến khi nào mới đc như các bạn nhỉ? Cơ mà đi phụ xây thì đến mùa quýt mới mua đc, mà mua đc cũng chả dám mang đi làm nữa. Hic",1
Chỉ có s7 edge mới có thể thay thế note7 trừ họ nhà táo,1
Lại là oppo nữa hả ? Sao nghe tên sợ quá :)),1
Chạy đua về thiết kế,1
Oppo nhìn lại thì chỉ có Fine7 là đáng dùng????,1
"Chạy đua cấu hình nhìu thế, nhưg ko bít phần mềm có tối ưu như ss ko thôi :)",1
Oppo quang cao nhieu ma van ko co sucvhut bang anh sam,1
Sưa dùng con Find7 phê vồn,1
Lại cái con chip mkt,1
"Hàng china sau thấy quản cáo rầm rộ quá , bữa nào xì ra bị cài mã độc là toi",1
"K những thế đâu, trung quốc sắp ra thêm note 7 r :))",1
"Cuộc sống hiện tại ko nhiều thì ít vẫn dính đến hàng tàu!Nhưng riêng lĩnh vực điện thoại thì tẩy chay hàng tàu là hoàn toàn làm được, vì mình có rất rất nhiều lựa chọn khác!Tránh được là tốt nhất vì nó dính quá nhiều phốt rồi! Dân Việt mình phải ngả nón tặng cho nó chữ ""khựa"" là biết rồi đấy! Phân biệt rõ 2 khái niệm hàng ""làm ở TQ"" với hàng ""làm bởi người TQ"" nhé!",1
Android load ứng dụng như chớp nhưng không bao giờ ổn định hiệu năng xử lý nhất là các game nặng,1
Nokia nua kia cung android do,1
Không có tăng giảm âm lượng ở mặt lưng đúng là ????,1
LG tưởng người dùng muốn trở thành siêu nhân :)),1
Ai dùng v10 chắc giữ lại v10,1
Lỗ lỗ kìa như con galaxy s5 hình miếng băng keo cá nhân :)),1
"Nhìn phía sau cứ như 4,5 cái camera vậy đó !!!!",1
coi chừng đột tử =)),1
Không biết có tính năng đột tử ko nhỉ,1
"Xác nhận là thiết bị ""giải trí đa phương tiện"" mà dám cho màn Full HD - 5.5inch???",1
shop cho e hoi cửa hàng mk có kính cường lực trong suốt full màn hình của ip6 plus k vậy,1
Đặc biệt là 6 plus.. Có thím nào đang xài 6 plus 1 năm vẫn sống rep e phát cho e đỡ lo ????,1
"Tính dự định dô ĐH làm em 6 Plus, đọc cái này hoang mang quá :(",1
Mình cũng đổi lại 1 e. Lỗi cũng y thế này. E hiện tại đang dùng chưa thấy vấn đề j,1
máy của mình đang dùng tự nhiên cũng bị mất cảm ứng mà k biết nguyên nhân.hoá ra là do nsx ..bh đi thay mất đống tiền ??????,1
"Các cửa hàng toàn bán hàng thay vỏ, thay màn, ép lại kính thì bị là đúng rồi lại đổi tội cho apple. Tào lao",1
Có bán cho mình thì bán sớm sớm đi nha Tu Nguyen Anh' Tran,1
Cái này đã tìm ra nguyên nhân là do chip touch IC bị honhr,1
Mẹ em dùng iPhone 6 !!!!,1
dt minh bi y nhu vay.dt minh la ip6 man hinh thi thoang lai bi soc.1 luc lai bt nhu cu .k biet ntn co phai di thay man hinh k.minh nghi la k phai do hong man hinh vi luc bt k co soc nao ca,1
Samsung làm ăn ngon rồi bây giờ chuyển sang hồi sinh hệ điều hành của hãng ????,1
Nói thật chứ adroid nó còn chăm sóc không kịp nữa cuống chi là con này,1
Về vn là hốt à... dỡn quài,1
Ko khéo về VN cháy luôn ko chừng.,1
Muốn xài thử mà ko bán ở VN :3,1
Có ai thấy nó ko khác j lắm cái rom tuỳ biến của ăn roi k :/,1
MUỐN TRẢI NGHIỆM thử HDH TIZEN trên Smartphone quá,1
Ủnh hộ tự làm hệ sinh thái,1
Hi vọng khôn ảnh hưởng việc hỗ trợ phần mềm,1
"Thành công rồi h bán lại con này à, mơ chắc",1
Z z nghe tưởng sony,1
"Đa số người dùng đt là người bình thường, không quan tâm đến bảo mật lắm, mà con này ngoài cai bảo mật ra thì thấy không có gì ngon, người vip cần bảo mật cũng sẽ không mua cai đt bình dân này.. xong !",1
"Giờ bọn trẻ chỉ cần chụp hình đẹp thôi , không cần bảo mật",1
"Dị ứng với từ""bảo mật nhất thế giới"" thấy quen quen chắc bà con đây, có mấy người dùng quan tâm đến bảo mật...",1
đặt tên là DTEK50.. nhà sản xuất nó muốn con này ko ai mua nên mới đặt tên như vậy.,1
"G2 dùng từ cuối năm 2012 đến giờ, con này mà ọp ẹp nữa thì đúng tay trâu",1
Thêm khả năg bơi lội tốt nữa là ngon,1
Ko loạn cảm ứng vs đột tử thì lg dùng ngon :3,1
Khi ghost touch cũng là 1 tính năng độc quyền của LG.,1
"Sao hôm qua em sang thì vẫn 4 loét, thế là đành chọn em rau 9780. :v",1
Vu Bao 9700 có 3000k thui này mua mà làm máy nghe gọi :D,1
Đặt 9700 một cây nhé.,1
em béo nè sếp béo ới-để dành em 1 con với :(((,1
"Hoang Thu mua dùng tạm này, có 300k",1
hết xiền r. tiếc quá có còn đợt sau k bác,1
Bao giờ 9900 giảm giá nhỉ ae :)),1
"chẳng lẽ ông bán điện thoại lại bảo con này không đáng mua :3 8.5tr có quá nhiều lựa chọn tốt hơn, thà bù tiền mua Priv hoặc mua Ip6+99",1
"Em chịu bác đấy bác Tuấn ạ,  em dành tiền mua pp còn hơ  n.",1
Giá này chắc Priv của bác Tuấn đắt hàng hơn là cái chắc,1
Cái logo giống protect nhỉ,1
hy vọng HN03 có giá thơm sớm hơn,1
Em này về Việt Nam tầm 1.990k thì may có người để ý :v.,1
Dự là phải gán nút nguồn cho tiện bấm,1
"Cục adoctor cắm pin dự phòng trên mình có lẻ ko bác, cục của em bị đứt dây hàn rồi nhưng vẫn ko đc, có thì báo em",1
Anh ơi . E mới lấy con q10 nobis được tầm chục ngày . Giờ thỉnh thoảng thấy lúc coa người gọi đến vẫn rung chuông đầy đủ nhưng mấy giây sau mới sáng màn để nghe . Thế là lỗi do gì anh ?,1
Hoàng Thanh ngay và luôn,1
Có ai còn nhận ra chất BB điểm danh hộ cái. Heyza...,1
Tại sao lại phải bon chen vào mấy dòng điện thoại mà hàng chục hãng sản xuất có thiết kế giống nhau.BB đang tự đánh mất bản sắc của mình.HaZzzz...!!!,1
Nhìn tổng quan thì khá giống Oppo,1
Giống K43E của chị mình thế :-O cấu hình ra sao vậy ad?,1
ủa hok..kái kủa mình khác..mới koj lại K53S..sao kỉu dáng y chang thế nhỉ..,1
giống màu máy mình K42JE. Có điều máy này vân chìm chắc in dấu vân tay:)),1
Cái này giống máy của mình ^^,1
AD ơi con này bt thôi mà,1
tại sao những dòng mới đều không trang bị đèn bàn phím nhở T_T,1
Giá bán của tầm máy này là khoản 11 triệu VND (bao gồm VAT),1
dong asus thi ben that day nhung cai loa cua no thi qua buon,1
"Vũ dũng: bạn xàj hđh gj, cổg usb 3.0 theo mình nhớ là ở pên tay tráj, nếu múm xàj 3.0 thj phảj càj drive còn k vẫn là 2.0 pjnh th pan ak,",1
"Nguyễn Văn An: Fan đã cài đặt driver âm thanh đầy đủ chưa? Và xem lại không gian Fan thưởng thức âm thanh có quá rộng không? Có nhiều nguyên nhân ảnh hưởng đến âm thanh, Fan cần check lại xem như thế nào?",1
"Đối với dòng này AD muôn chia sẻ thêm: Vân trên lớp vỏ thoạt nhìn thì đôi nét giống K3 và X44 Series nhưng nhìn kỹ sẽ thấy nét khác biện (Fan có thể tham khảo tại các shop có trưng bày sản phẩm để có thể biết rõ) Và lợp vỏ hạn chế trầy và chống bám vân tay. Giúp Fan sử dụng laptop thoải mái hơn. Còn về phần âm thanh: Red Dvs Fan phải tuỳ chỉnh trong mục SRS với các âm thanh trầm và bổng thích hợp để tạo tận hưởng âm thanh trung thực nhất, Fan thử tinh chỉnh lại xem như thế nào nhé.",1
Cái kiểu e dốt lắm nên e chỉ ham hố sam sung vs của apple thôi ý. Nhọ thật ý,1
"Trời ơi Zen 3 Deluxe, chờ từ đầu tháng 7 đến giờ gần 2 tháng rồi mà vẫn ko thấy đâu. Asus ơi có định bán hay không đây :(. Có thì cho mình thời điểm ra mắt cụ thể dùm dùm cái T____T",1
"Zen 3 của mình có khi k nhận vân tay, bị 2 lần r, có nên đi test k, mình mở bằng mật khẩu sau đó tắt r mới nhận lại vân tay.",1
Cái câu slogan cuối chưa ổn. Nên thay đổi...,1
Mình big fan asus,1
Máy ngol  này nhưng giá chát quá Kiên Đỏ AnH's NaM's card 6GB,1
Tôi đánh giá rất cao về sản phẩm này nhưng giá quá cao là trở ngại lớn cho những người có thu nhập thấp muốn sở hữu nó,1
"laptop tầm trung của Asus thì ăn đứt mấy hãng khác rồi, thiết kế đẹp lại vừa túi tiền, hỗ trợ card rời, Lenovo cũng khá chau chuốt về thiết kế nhưng dòng laptop tầm trung khoảng 13-17tr còn ít tại VN quá, Dell thì trâu nhưng nhìn thô",1
"Asus sai thi ngon ,nhưng ve cái hong kiếm linh kiên kho vl. Bưa làm con asus go 3cu ko may roi xuống nước. Di thay cái màn hình trong khu vực Sai Gòn thi ko co ,bảo hành thi dem ra tit ngoài Ha Noi . Các bac y giam cho e mat 10 ngay , xong keu gio thay màn hinh mat 2 triệu , .... Thôi e lấy vê giục vê sọt rác cho bo tức",1
Sao mãi mà ZE550ML vẫn chưa có bản cập nhật lên androi 6.0 vậy ad ? Trog khi zen2 laser thì có từ lâu rồi.,1
còn 1 điều nữA là máy hay bị đứt mạng.lúc đang xem phim đứt khoảng 1.2 phút sau lại bt.vì sao zay,1
Sao cái thằng nào giá rẻ sau 1 thời gian làm ăn được rùi là cứ tăng giá lên nhỉ? Đảm bảo với giá này zen3 sẽ chết chắc.,1
"Đẹp, không biết bị như zen 5 ko dùng 1 thời gian máy bị chậm 1 số ứng dụng...",1
Đang đợi bản màu trắng. K biết khj nào mới có hả ad?,1
có vẻ hoi giống sam sung?? có ai nghĩ vậy k?,1
Có màu vàng của zenfone 3 chưa ad,1
Mới mua 1kái .k chơi pokemon dc. Giờ đem đi đổi mất 20% . Hjc,1
"Sao trên trang Asus.com/vn không có địa chỉ các trung tâm bảo hành điện thoại vậy? Mình muốn mua thêm sạc, cáp và cục pin sạc dự phòng Zenpower chính hãng mà không biết mua ở đâu?",1
Từ lúc ra mắt đến giờ chắc phải bán đc hơn chục cái Zen 3 rồi chứ ko phải ít nhỉ.,1
ZENFONE 3 không chơi được Pokemon Go sao ad ? Mới mua mà không tải Pokemon Go đc,1
Asus máy ngon quá rồi sao không hỗ trợ game pokemon go đang hot vậy nhiều người xài asus kh dc chơi là sao làm ơn hỗ trợ dùm đi!,1
"Asus là dòng máy đáp ứng đúng nhu cầu người việt( các dòng máy đều đẹp, cấu hình mạnh, giá lại hợp lí). Từ khi zen3 xuất hiện mọi chuyện đã khác.....(đây là ý riêng của tôi).",1
"Camera của asus có tính năng ""stop motion"" nữ thì tuyệt hy vọng sớm có",1
Nó mà nhúng nước đc nhỉ,1
hóng lắm rồi AD,1
Zenfone 3 k có bản 3gb ram sao T.T,1
➤Thông tin và thời gian đặt hàng của F1s để có cơ hội sở hữu ngay bộ quà thời thượng số lượng có hạn. Chương trình có thể kết thúc sớm khi hết quà các bạn xem tại link sau nhé ;),1
Cho hỏi mình mua oppo f1s ở thế giới di động sao sạc pin vào nóng máy thế ad?,1
"Mình mua máy về đc 1 ngày mà điện thoại khác gọi đến không nghe chuông, mặc dù đã cài nhạc chuông. Rồi đem ra cửa hàng cài lại nghe đc, rồi mấy hôm sau lúc nghe đc lúc ko. Add trả lời giùm mình",1
Có bạn nào dùng f1w ko.mình dùng m cảm thấy quanh viền màn hình cứ mờ mờ ko như các loại điện thoại khác.có phải màn hình của mình bị lỗi ko,1
"Dùng oppo mà bộ nhớ 4gb thì k chơi games đc đâu.hệ thống đã chiếm 2,2gb rồi.chuyển sag thẻ sd thì cứ như k sag vậy :(",1
Sao tui thích xài hàng oppo mà lựa toàn mấy đứa tui ghét quảng cáo vậy trời,1
"mới mở hộp ,oy mở vào camera mà đã có ảnh chụp trc đó ở góc màn hình oy.... thấy sai sai",1
"Mình đã dùng anywhere thế hệ đầu, quả là đầy thất vọng, hiện tại đang vứt xó. Giá thì đắt, ngốn pin như ăn gỏi, nặng  ",2
"Quan tâm nhất là độ trễ có cao không, dùng thi thoảng nó cứ trễ bực mình, đấy mới chỉ là dùng văn phòng chứ game thì chắc là ném đi từ lâu. Không biết con này có độ trễ không nhỉ. Dùng nhiều loại nhưng vẫn kết nhất con chuột sứ mitsumi, gọn bấm nảy tốt  ",2
"dag xài con cùi bắp 98k....pin trâu, mỗi tội đánh liên minh ức chế đập hết 2 con  ",2
logitech chắc hàng phải tiền triệu trở lên dùng mới thích chứ em dùng con có 400k thấy được vài bữa là hư. chuyển sang eblue dùng được hơn năm chưa thấy hỏng.  ,2
"Đang xài con m175 cùi mía , nhà xài nhiều chuột nên thử con này con kia chơi và kết quả là sau 3 tháng và 4 con chuột khác nhau đủ kiểu đa chức năng mà h chỉ còn lại là con m175 cùi mía còn xài dc :3 h đi mua chuột là xác định ko để mấy con nhân viên vấy ngắn nó dụ nửa cứ logitech mà fan  ",2
"Đang xài 2 con M185, nút chuột giữa hai con đều như hạch. xài chưa được năm , scroll đã chạy bậy rồi. Hay mua phải đồ đểu hỉ?  ",2
Con Anywhere 1 mình dùng bị double click cũng 3 lần rồi... chán lắm  ,2
"Hàng cty cấp, cấp xong vứt ở nhà, xài con Xornet cho đỡ mỏi tay. Cơ mà vẫn thắc mắc là dong thấp nhất, nhưng éo bằng con misumi giá bằng 1/3.  ",2
"Magic mouse mà ngon hơn mới lạ, Magic mouse chỉ được cái đẹp, pin thì ăn 2 tuần hết, ko di trên mọi bề mặt được bạn nhé, bảo hành thì hãng bảo hành 1 năm, còn Logitech thì năm nhé ## chuột này em đang dùng, chuột magic mouse bỏ tủ  ",2
"em giống y bác luôn, chán bluetooth kinh hồn, 1tr7 mà em không tưởng tượng được độ chuối của bluetooth  ",2
"Mình cũng giật kinh khủng, cảm thấy hơi nản về cái bluetooth của nó..... đã cập nhật El Capitan mới nhất, lúc đầu ko bị, 1 thời gian sau lại giật lại như thường  ",2
"Mình đã lên 10.11.3 nhưng vẫn bị, đúng là tắt wifi đi thì ngon hơn hẵn..... Chán vãi, mua em noá để khỏi dùng USB receiver, mà thấy cái bluetooth nản vãi  ",2
"10.11.3 mac 13"" 2015 mà ....... cảm thấy chuột ko mượt ( khá là khó chịu  ",2
di chuyển chuột ko mượt bạn ơi. Còn cáo Scroll cũng thấy bt nhưng chả biết sao cảm giác ko thích lắm. Mới đầu test train win thì ok nhưng giờ về nhà cắm mac the xảy ra mấy chi khi chịu thật.  ,2
Cập Nhật tình hình sau khi đi bảo hành về bên logitech thông báo chuột bình thường khi kết nối bluetooth với mac air. Mình mang mac pro ra ngoài svhouse kết nối vs bluetooth con mv anywerè 2 thì vẫn có hiện tượng lag ...... giờ mang về xài tạm chứ chả biết giải quyết sao luôn. Tính làm cái mail gửi svhouse để hối thúc bên logitech mà chả biết thế nào..... mấy bạn xài mac pro 10.11.3 kết nối bluetooth thì bt à??? Chắc kiếm chuột khác cắm test thử xem sao quá.  ,2
"có ai mua con này dùng lúc rê nó bị đứt quãng không, e dùng thấy bị khó chịu quá, rê nó không được đều.  ",2
"Vừa đi bảo hành con này nút middle. Chuột logitech cao cấp hình như không tốt. Trước đây xài con M905 cũng bị lỗi double click ko sửa được. Cũng may, Thành Nhân đổi cho con mới. Giờ đến con này thì cũng bị lỗi. Cho do mình xui  ",2
chưa có cách khắc phục nhé mang đem đi bảo hành rồi mà vẫn bị chả hiểu sao logitech kêu xài bt ..... thôi về cắm cái cục kia vô xài luôn cho lành. đồ rẻ rẻ thì ok đụng vô đát tí thì bị tè le  ,2
"Sao mình dùng nó lag vãi linh hồn luôn, chán thật 1tr8 bluetooth mà giờ đang dùng usb reciver. Mình dùng mac pro 2015 13 ich, có cách nào khắc phục không chứ bỏ tiền ra mua còn này để dùng bluetooth mà giờ xót quá  ",2
"Khuyên các bác không nên mua chuột bluetooth, xài chán vãi, em cũng đang dùng con này nhưng không bao giờ dùng chức năng bluethooth cả, lag lắm, xài mấy con bluethooth kể cả magic mouse, chưa con nào ra hồn, đến giờ này em vẫn không hiểu nổi tại sao chuột bluetooth lại bèo vậy, vì về kỹ thuật mà nói, băng thông dư sức để làm chuyện đơn giản này, ngay cả nhạc nhẽo còn truyền ngon ơ cơ mà.  ",2
"Đã dùng thử em nó, cảm giác không được hoàn thiện lắm, nói chung là next luôn  ",2
"đúng rồi, như apple có làm ra đc cái gì đâu, con A9 apple còn chôm của hội nghiên cứu sinh đại học wicousin.  ",2
Con này nó ko có cổng âm thanh muốn xuất ra chỉ có mỗi đường hdmi nhỉ . Cũng bất tiện ở khoản đó  ,2
Kỷ niệm tuổi thơ tôi. Mỗi tội đắt quá éo có tiền mua.  ,2
Ko thể cài thêm game mới là ko ổn rồi.  ,2
Ko có triển vọng doanh số bán rồi  ,2
"cho 1 cái cục 30 game với giá 60$ , không cài được game mới hoặc cắm băng cũ > hãng này tính troll fan của dòng này chắc :v . nếu đã sưu tầm thì họ mua cái máy đời cũ cho rồi ... dự là doanh số thảm hại cho xem  ",2
"Mới không ra mới , cũ không ra cũ , dở dở ương ương chẳng cảm nhận được gì từ sản phẩm này  ",2
"đã nói sưu tầm thì ng ta sưu tầm cái máy cổ lỗ sĩ kia chứ chả ai dở hơi đi mua máy này. mới chả ra mới, cũ chả ra cũ. tính ra thì thằng nintendo vụ này hút máu ng dùng còn gì.  ",2
"không cài thêm được game, không cắm được băng...thế thì mua làm gì nhỉ, trong khi máy cũ vẫn có ng bán . hàng tầu thì tràn lan. giả lập thì luôn sẵn sàng.  ",2
Quá đắt cho 1 cuộc tình. Cái màn hình chỉ đáng 200$. Nếu bỏ thêm tới 300$ thì tôi kì vọng phải có pin đủ xài 5 tiếng.  ,2
"Bản chất 2 vấn đề này là khác nhau. Apple thiết kế sản phẩm để ai cũng dùng được, còn Microsoft thiết kế sản phẩm để không ai thèm dùng.  ",2
"Xbox thì thích mỗi cái gamepad của nó, còn lại vứt =)) Everything I do, I do on my PC  ",2
"Thanks bạn vì bài chia sẻ hay, tiếc là 90% số đó ko ứng dụng ở cái vùng trũng công nghệ của TG. Mình là người đã có lần hỏi bạn về cách ứng dụng aw trong cuộc sống để xem có nên mua hay ko. Câu trả lời đến giờ vẫn là Không. Chờ đợi sự đồng bộ hạ tầng (bank, thanh toán trực tuyến...) hoặc chờ đợi những chức năng hợp lý cho ng Việt (camera, sim rời, pin lâu...). Tks anyway   ",2
toàn ba cái ứng dung mang từ đt sang thì mua thêm cái này làm khỉ gì  ,2
"vẫn không hiểu nhiều người cứ thích sw phải có sim rời để làm gì, đưa đồng hồ lên miệng là đã thấy dị rồi, chẳng thà mua cái đt cùi bắp 2 sim 2 sóng kiêm tai nghe bluetooth luôn có phải ngon không  ",2
"Bỏ ra 8-10tr để mua một sản phẩm có thể hữu ích hoặc không hữu ích. Dày gấp 3 lần, pin kém 2000 lần, giá gấp 2 lần đồng hồ bình thường.  ",2
"Thật tiếc là đa số những ứng dụng trên đều không sử dụng được hoặc chưa thật sự hiểu quả tại Việt Nam cơ bản thì mình cũng có cùng quan điểm với bác chủ topic về khái niệm sử dụng smartwatch vào thời điểm hiện tại.Trung bình 300-400$ là 1 khoản tiền k nhỏ,kiếm 300-400$ tại Việt Nam cũng k phải đơn giản nhưng việc 1 người bỏ ra 300-400$ để thoả mãn đam mê của mình thì ngay cả ở Việt Nam cũng đâu phải cái j đó quá khủng khiếp.Mình thấy lạ là có rất nhiều người vào comment cái kiểu ""chả để làm j"", ""nâng bi"", ""phí tiền"",...Mình k nói bạn có tiền để mua hay k,nhưng đơn giản là bạn vào đọc,k thk bạn có thể đi ra và tìm 1 topic khác đúng sở thk của bạn.Bạn k cần phải thở ra những câu chả liên quan kiểu như vậy để người khác k mua giống mình cho đỡ cảm thấy lạc lõng vs xu hướng của thế giới   ",2
"bạn này nói là quên tiền mặt vs thẻ thì có apple pay trên AW để dùng, nói thật là có cái này iPhone nó cũng có, mà nhiều khi quên đeo đồng hồ hơn là quên mang ví hay là điện thoại, nhất là đối vs 1 cái đồng hồ phải sạc mỗi ngày như cái này, nói chung mình thấy cũng ko thiết thực lắm, nếu dư giả thì có thể mua để trải nghiệm, chứ còn bảo để dùng như 1 phần mở rộng thì cũng đúng cũng ko, ko vì nó chưa tương xứng vs cái giá của nó, vì bỏ ra số tiền bằng hoặc hơn 1 cái iPhone chỉ để mở rộng 1 số tính năng là chưa thuyết phục. Cá nhân mình cũng dùng dc 2 tuần nhưng thật sự đôi lúc mình thấy lấy đt ra nó vẫn tiện lợi hơn rất nhiều, ko bay nhiều như chủ thớt để xài cái boarding pass trên AW, cũng tạm thời chưa xài dc Apple Pay vì Canada chưa hỗ trợ, Uber khi nào nhậu say lắm quên hết đường về mới gọi chứ cũng ko thường xuyên, tập thể dục thì ít mà cũng chả theo dõi mấy cái thông tin đấy nhiều. Mình tự nhận là heavy user nên thấy pin cũng hơi chán. Cái thường xuyên nhất mình dùng chắc là Starbucks Card  ",2
"trừ scan thanh toán ra thì những cái còn lại như vô dụng, dùng smp dễ chịu hơn, tự dưng mang thêm cục tức trên người  ",2
"vụ này hơi chém gió. Pin của Apple watch chỉ được 1 ngày, thưởng là phải charge qua đêm thì sao ngủ dậy có đồng hồ trên tay được. Hoặc là chấp nhận ban ngày không xài để đeo ban đêm khi ngủ  ",2
"100% là cái này éo được ưa chuộng ở vn từ tính năng cho đến...mọi thứ. Tính năng thì chúng ta đã rõ, nó cũng như nhiều sw khác chỉ hỗ trợ tốt ở Mỹ vs một số nước tư bản giẫy chết khác. Về việc dùng, giang hồ dồn tiền mua cái 6 Plus, phần lớn đến đám đông để khoe. Dùng cái này thì khoe cái 6 plus, 6 s plus thế quái nào được? Không lẻ vừa nhìn đồng hồ vừa móc điện thoại nhìn???  ",2
"giá tiền cao , tiện ích không quá nổi trội , Pin còn yếu . =>không đáng đồng tiền bát gạo . chờ nâng cấp thêm rồi tính tiếp .  ",2
